ambiguous,atr,conviction,cost_model,decision_time,delta1_expiration_sessions,delta2_enabled,delta3_enabled,entry,exit_price,exit_reason,exit_time,expires_at,fill_price,filled_at,final_stop,gross_pnl,market,mode,net_pnl,outcome_data_missing,pnl_r,portfolio,quantity,reason,reserved_notional,risk_amount,signal_bar_end,status,stop,strategy_version,symbol,target,transaction_cost,variant_id
False,0.9512979174775258,92,zero,2022-01-18 16:16:00,,False,False,87.5,86.07,stop,2022-01-18 17:32:00,,87.01,2022-01-18 16:16:00,86.07,-218.08000000000277,stock,stock_only,-218.08000000000277,False,-0.6573426573426625,current_1pct,232,,20300.0,331.7600000000016,2022-01-18 16:00:00,closed,86.07,stock_trend_momentum_v2,COP,90.36,0.0,d1_off_d2_off_d3_off
False,0.4694210757766129,92,zero,2022-01-18 16:16:00,,False,False,36.17,35.46,stop,2022-01-18 17:01:00,,35.93,2022-01-18 16:16:00,35.46,-263.6699999999994,stock,stock_only,-263.6699999999994,False,-0.6619718309859132,current_1pct,561,,20291.370000000003,398.31000000000046,2022-01-18 16:00:00,closed,35.46,stock_trend_momentum_v2,OXY,37.59,0.0,d1_off_d2_off_d3_off
False,0.2716151625997443,73,zero,2022-01-20 16:16:00,,False,False,53.7,53.29,stop,2022-01-21 17:02:00,,53.7,2022-01-20 17:38:00,53.29,-154.1600000000014,stock,stock_only,-154.1600000000014,False,-1.0,current_1pct,376,,20191.2,154.1600000000014,2022-01-20 16:00:00,closed,53.29,stock_trend_momentum_v2,VZ,54.52,0.0,d1_off_d2_off_d3_off
False,0.34424435592555364,71,zero,2022-01-20 16:16:00,,False,False,67.93,68.97,target,2022-01-21 14:49:00,,67.9,2022-01-20 16:16:00,67.77,317.789999999998,stock,stock_only,317.789999999998,False,2.057692307692254,current_1pct,297,,20175.210000000003,154.44000000000304,2022-01-20 16:00:00,closed,67.41,stock_trend_momentum_v2,MDLZ,68.97,0.0,d1_off_d2_off_d3_off
False,0.8962502963682218,87,zero,2022-01-21 16:16:00,,False,False,176.38,175.03,stop,2022-01-21 16:41:00,,176.13,2022-01-21 16:16:00,175.03,-125.39999999999935,stock,stock_only,-125.39999999999935,False,-0.814814814814814,current_1pct,114,,20107.32,153.89999999999935,2022-01-21 16:00:00,closed,175.03,stock_trend_momentum_v2,PEP,179.08,0.0,d1_off_d2_off_d3_off
False,0.24336373361429148,73,zero,2022-01-21 16:16:00,,False,False,61.04,60.67,stop,2022-01-21 17:05:00,,61.02,2022-01-21 16:16:00,60.67,-115.85000000000048,stock,stock_only,-115.85000000000048,False,-0.9459459459459565,current_1pct,331,,20204.239999999998,122.46999999999915,2022-01-21 16:00:00,closed,60.67,stock_trend_momentum_v2,KO,61.78,0.0,d1_off_d2_off_d3_off
False,0.4639439407506179,87,zero,2022-01-25 16:16:00,,False,False,172.49,172.27,stop,2022-01-26 14:30:00,,172.49,2022-01-25 16:16:00,172.27,-25.739999999999867,stock,stock_only,-25.739999999999867,False,-0.314285714285705,current_1pct,117,,20181.33,81.900000000002,2022-01-25 16:00:00,closed,171.79,stock_trend_momentum_v2,GLD,173.89,0.0,d1_off_d2_off_d3_off
False,1.0039823540722084,92,zero,2022-01-26 16:16:00,,False,False,87.62,87.83,stop,2022-01-27 18:07:00,,87.62,2022-01-26 20:02:00,87.83,48.29999999999856,stock,stock_only,48.29999999999856,False,0.1390728476821146,current_1pct,230,,20152.600000000002,347.3000000000012,2022-01-26 16:00:00,closed,86.11,stock_trend_momentum_v2,COP,90.64,0.0,d1_off_d2_off_d3_off
False,1.1078278478478802,92,zero,2022-01-26 16:16:00,,False,False,133.41,131.74,stop,2022-01-26 20:23:00,,133.41,2022-01-26 19:45:00,131.74,-252.1699999999981,stock,stock_only,-252.1699999999981,False,-1.0,current_1pct,151,,20144.91,252.1699999999981,2022-01-26 16:00:00,closed,131.74,stock_trend_momentum_v2,CVX,136.75,0.0,d1_off_d2_off_d3_off
False,2.423898815761541,79,zero,2022-01-27 16:16:00,,False,False,231.44,227.8,stop,2022-01-28 14:30:00,,231.44,2022-01-27 18:20:00,227.8,-316.6799999999988,stock,stock_only,-316.6799999999988,False,-1.0,current_1pct,87,,20135.28,316.6799999999988,2022-01-27 16:00:00,closed,227.8,stock_trend_momentum_v2,VRTX,238.72,0.0,d1_off_d2_off_d3_off
False,0.6367298705947264,78,zero,2022-01-27 16:16:00,,False,False,75.43,74.47,stop,2022-01-27 17:48:00,,75.19,2022-01-27 16:16:00,74.47,-192.2399999999997,stock,stock_only,-192.2399999999997,False,-0.7499999999999927,current_1pct,267,,20139.81,256.3200000000021,2022-01-27 16:00:00,closed,74.47,stock_trend_momentum_v2,XOM,77.35,0.0,d1_off_d2_off_d3_off
False,2.45943764915057,87,zero,2022-01-28 16:16:00,,False,False,233.59,234.34,monitor_reversal,2022-02-11 19:00:00,,233.59,2022-02-11 18:45:00,229.9,63.75,stock,stock_only,63.75,False,0.20325203252032534,current_1pct,85,,19855.15,313.6499999999998,2022-01-28 16:00:00,closed,229.9,stock_trend_momentum_v2,VRTX,240.97,0.0,d1_off_d2_off_d3_off
False,0.5324062795469279,79,zero,2022-01-28 16:16:00,,False,False,39.69,38.89,stop,2022-01-28 19:30:00,,39.64,2022-01-28 16:16:00,38.89,-378.0,stock,stock_only,-378.0,False,-0.9375000000000033,current_1pct,504,,20003.76,403.19999999999857,2022-01-28 16:00:00,closed,38.89,stock_trend_momentum_v2,SLB,41.29,0.0,d1_off_d2_off_d3_off
False,0.7620145541916392,87,zero,2022-02-01 16:16:00,,False,False,103.4,102.95,stop,2022-02-02 14:42:00,,103.3,2022-02-01 16:16:00,102.95,-67.5499999999989,stock,stock_only,-67.5499999999989,False,-0.3043478260869501,current_1pct,193,,19956.2,221.9500000000011,2022-02-01 16:00:00,closed,102.25,stock_trend_momentum_v2,MS,105.7,0.0,d1_off_d2_off_d3_off
False,1.9086019360986985,86,zero,2022-02-02 16:16:00,,False,False,146.78,147.07,stop,2022-02-03 14:30:00,,145.76,2022-02-02 16:16:00,147.07,176.8500000000003,stock,stock_only,176.8500000000003,False,0.45644599303135897,current_1pct,135,,19815.3,387.4500000000006,2022-02-02 16:00:00,closed,143.91,stock_trend_momentum_v2,GOOGL,152.52,0.0,d1_off_d2_off_d3_off
False,1.5695522086557097,79,zero,2022-02-02 16:16:00,,False,False,137.89,135.53,stop,2022-02-02 18:36:00,,137.63,2022-02-02 16:16:00,135.53,-302.3999999999992,stock,stock_only,-302.3999999999992,False,-0.8898305084745795,current_1pct,144,,19856.159999999996,339.8399999999979,2022-02-02 16:00:00,closed,135.53,stock_trend_momentum_v2,ABBV,142.61,0.0,d1_off_d2_off_d3_off
False,1.4030484821026477,87,zero,2022-02-03 16:16:00,,False,False,140.24,139.56,stop,2022-02-04 15:37:00,,140.24,2022-02-03 20:05:00,139.56,-96.56000000000097,stock,stock_only,-96.56000000000097,False,-0.32227488151658884,current_1pct,142,,19914.08,299.62000000000194,2022-02-03 16:00:00,closed,138.13,stock_trend_momentum_v2,ABBV,144.46,0.0,d1_off_d2_off_d3_off
False,0.679504642927291,87,zero,2022-02-03 16:16:00,,False,False,109.48,108.46,stop,2022-02-04 14:30:00,,109.0925,2022-02-03 16:16:00,108.46,-114.48250000000134,stock,stock_only,-114.48250000000134,False,-0.6200980392156873,current_1pct,181,,19815.88,184.62000000000185,2022-02-03 16:00:00,closed,108.46,stock_trend_momentum_v2,CVS,111.52,0.0,d1_off_d2_off_d3_off
False,0.501926158040291,92,zero,2022-02-04 16:16:00,,False,False,40.98,40.22,stop,2022-02-07 14:30:00,,40.88,2022-02-04 16:16:00,40.22,-320.1000000000018,stock,stock_only,-320.1000000000018,False,-0.868421052631586,current_1pct,485,,19875.3,368.59999999999906,2022-02-04 16:00:00,closed,40.22,stock_trend_momentum_v2,OXY,42.5,0.0,d1_off_d2_off_d3_off
False,1.4650240667203491,87,zero,2022-02-04 16:16:00,,False,False,186.52,190.92,target,2022-02-08 16:43:00,,186.0079,2022-02-04 16:16:00,188.5,520.682599999998,stock,stock_only,520.682599999998,False,2.2327727272727014,current_1pct,106,,19771.120000000003,233.2000000000018,2022-02-04 16:00:00,closed,184.32,stock_trend_momentum_v2,AXP,190.92,0.0,d1_off_d2_off_d3_off
False,0.5696393230001644,87,zero,2022-02-07 16:16:00,,False,False,65.99,66.53,stop,2022-02-10 15:46:00,,65.99,2022-02-07 16:16:00,66.53,162.00000000000188,stock,stock_only,162.00000000000188,False,0.6279069767441937,current_1pct,300,,19797.0,257.99999999999983,2022-02-07 16:00:00,closed,65.13,stock_trend_momentum_v2,BMY,67.71,0.0,d1_off_d2_off_d3_off
False,0.9680627291055692,87,zero,2022-02-07 16:16:00,,False,False,138.29,137.84,stop,2022-02-08 14:33:00,,138.29,2022-02-07 16:40:00,137.84,-64.34999999999837,stock,stock_only,-64.34999999999837,False,-0.3082191780821883,current_1pct,143,,19775.469999999998,208.77999999999707,2022-02-07 16:00:00,closed,136.83,stock_trend_momentum_v2,CVX,141.21,0.0,d1_off_d2_off_d3_off
False,0.6449497424818869,92,zero,2022-02-08 16:16:00,,False,False,106.02,107.96,target,2022-02-09 15:03:00,,105.91,2022-02-08 16:16:00,106.77,383.34999999999945,stock,stock_only,383.34999999999945,False,2.1134020618556697,current_1pct,187,,19825.739999999998,181.3899999999998,2022-02-08 16:00:00,closed,105.05,stock_trend_momentum_v2,MS,107.96,0.0,d1_off_d2_off_d3_off
False,0.6824042528154797,92,zero,2022-02-08 16:16:00,,False,False,94.0,96.06,target,2022-02-09 15:55:00,,94.0,2022-02-08 16:22:00,94.76,432.6000000000005,stock,stock_only,432.6000000000005,False,2.0,current_1pct,210,,19740.0,216.30000000000024,2022-02-08 16:00:00,closed,92.97,stock_trend_momentum_v2,SCHW,96.06,0.0,d1_off_d2_off_d3_off
False,1.5411066170937553,92,zero,2022-02-09 16:16:00,,False,False,130.34,130.41,stop,2022-02-10 14:30:00,,130.34,2022-02-09 16:54:00,130.41,10.77999999999895,stock,stock_only,10.77999999999895,False,0.030172413793100598,current_1pct,154,,20072.36,357.27999999999895,2022-02-09 16:00:00,closed,128.02,stock_trend_momentum_v2,AMD,134.98,0.0,d1_off_d2_off_d3_off
False,1.498521967465536,92,zero,2022-02-09 16:16:00,,False,False,216.07,213.82,stop,2022-02-10 14:30:00,,214.98,2022-02-09 16:16:00,213.82,-107.87999999999968,stock,stock_only,-107.87999999999968,False,-0.515555555555554,current_1pct,93,,20094.51,209.25,2022-02-09 16:00:00,closed,213.82,stock_trend_momentum_v2,BA,220.57,0.0,d1_off_d2_off_d3_off
False,0.7617900497506891,92,zero,2022-02-10 16:16:00,,False,False,47.8,46.65,stop,2022-02-10 20:35:00,,47.59,2022-02-10 16:16:00,46.65,-394.800000000002,stock,stock_only,-394.800000000002,False,-0.8173913043478311,current_1pct,420,,20076.0,482.99999999999943,2022-02-10 16:00:00,closed,46.65,stock_trend_momentum_v2,CRWD,50.1,0.0,d1_off_d2_off_d3_off
False,2.9200773503509856,92,zero,2022-02-10 16:16:00,,False,False,120.22,115.83,stop,2022-02-10 20:21:00,,120.22,2022-02-10 16:32:00,115.83,-733.1300000000001,stock,stock_only,-733.1300000000001,False,-1.0,current_1pct,167,,20076.74,733.1300000000001,2022-02-10 16:00:00,closed,115.83,stock_trend_momentum_v2,NET,129.0,0.0,d1_off_d2_off_d3_off
False,0.44186459264855277,92,zero,2022-02-11 16:16:00,,False,False,41.6,42.94,target,2022-02-11 20:27:00,,41.49,2022-02-11 16:16:00,41.97,691.6499999999979,stock,stock_only,691.6499999999979,False,2.1641791044775998,current_1pct,477,,19843.2,319.5900000000008,2022-02-11 16:00:00,closed,40.93,stock_trend_momentum_v2,OXY,42.94,0.0,d1_off_d2_off_d3_off
False,0.5197381973114106,87,zero,2022-02-11 16:16:00,,False,False,68.83,68.05,stop,2022-02-11 18:29:00,,68.83,2022-02-11 16:37:00,68.05,-224.64000000000033,stock,stock_only,-224.64000000000033,False,-1.0,current_1pct,288,,19823.04,224.64000000000033,2022-02-11 16:00:00,closed,68.05,stock_trend_momentum_v2,C,70.39,0.0,d1_off_d2_off_d3_off
False,1.528787090280127,79,zero,2022-02-14 16:16:00,,False,False,92.07,89.77,stop,2022-02-14 18:50:00,,91.155,2022-02-14 16:16:00,89.77,-299.1600000000011,stock,stock_only,-299.1600000000011,False,-0.6021739130434812,current_1pct,216,,19887.12,496.7999999999994,2022-02-14 16:00:00,closed,89.77,stock_trend_momentum_v2,MU,96.67,0.0,d1_off_d2_off_d3_off
False,1.2125744503517413,87,zero,2022-02-15 16:16:00,,False,False,94.72,94.38,stop,2022-02-16 14:30:00,,94.72,2022-02-15 16:25:00,94.38,-71.40000000000072,stock,stock_only,-71.40000000000072,False,-0.1868131868131894,current_1pct,210,,19891.2,382.19999999999857,2022-02-15 16:00:00,closed,92.9,stock_trend_momentum_v2,MU,98.36,0.0,d1_off_d2_off_d3_off
False,1.4172342546703767,79,zero,2022-02-15 16:16:00,,False,False,153.61,154.54,stop,2022-02-17 14:31:00,,153.61,2022-02-15 16:22:00,154.54,119.96999999999721,stock,stock_only,119.96999999999721,False,0.43661971830984414,current_1pct,129,,19815.690000000002,274.77000000000305,2022-02-15 16:00:00,closed,151.48,stock_trend_momentum_v2,DIS,157.87,0.0,d1_off_d2_off_d3_off
False,1.2219304122324663,92,zero,2022-02-16 16:16:00,,False,False,198.48,196.64,stop,2022-02-17 14:30:00,,198.48,2022-02-16 17:01:00,196.64,-184.00000000000034,stock,stock_only,-184.00000000000034,False,-1.0,current_1pct,100,,19848.0,184.00000000000034,2022-02-16 16:00:00,closed,196.64,stock_trend_momentum_v2,AXP,202.16,0.0,d1_off_d2_off_d3_off
False,0.7783295922232282,87,zero,2022-02-16 16:16:00,,False,False,145.84,144.67,stop,2022-02-17 14:30:00,,145.84,2022-02-16 20:33:00,144.67,-159.12000000000216,stock,stock_only,-159.12000000000216,False,-1.0,current_1pct,136,,19834.24,159.12000000000216,2022-02-16 16:00:00,closed,144.67,stock_trend_momentum_v2,ABBV,148.18,0.0,d1_off_d2_off_d3_off
False,0.8633892266893829,92,zero,2022-02-17 16:16:00,,False,False,55.17,53.87,stop,2022-02-18 14:45:00,,55.17,2022-02-17 18:29:00,53.87,-466.7000000000015,stock,stock_only,-466.7000000000015,False,-1.0,current_1pct,359,,19806.03,466.7000000000015,2022-02-17 16:00:00,closed,53.87,stock_trend_momentum_v2,DVN,57.77,0.0,d1_off_d2_off_d3_off
False,1.3622284452620086,79,zero,2022-02-17 16:16:00,,False,False,158.1,156.05,stop,2022-02-17 18:04:00,,158.1,2022-02-17 16:16:00,156.05,-256.24999999999784,stock,stock_only,-256.24999999999784,False,-1.0,current_1pct,125,,19762.5,256.24999999999784,2022-02-17 16:00:00,closed,156.05,stock_trend_momentum_v2,AMZN,162.2,0.0,d1_off_d2_off_d3_off
False,2.9425744437028425,79,zero,2022-02-18 16:16:00,,False,False,515.86,511.44,stop,2022-02-18 17:37:00,,515.42,2022-02-18 16:16:00,511.44,-151.23999999999853,stock,stock_only,-151.23999999999853,False,-0.9004524886877708,current_1pct,38,,19602.68,167.9600000000006,2022-02-18 16:00:00,closed,511.44,stock_trend_momentum_v2,COST,524.7,0.0,d1_off_d2_off_d3_off
False,0.2303300343421449,73,zero,2022-02-18 16:16:00,,False,False,53.56,53.64,stop,2022-02-22 14:36:00,,53.56,2022-02-18 16:29:00,53.64,29.359999999999374,stock,stock_only,29.359999999999374,False,0.22857142857142276,current_1pct,367,,19656.52,128.45000000000053,2022-02-18 16:00:00,closed,53.21,stock_trend_momentum_v2,VZ,54.26,0.0,d1_off_d2_off_d3_off
False,0.24521557888086754,87,zero,2022-02-22 16:16:00,,False,False,53.93,53.56,stop,2022-02-23 15:14:00,,53.93,2022-02-22 16:17:00,53.56,-134.67999999999907,stock,stock_only,-134.67999999999907,False,-1.0,current_1pct,364,,19630.52,134.67999999999907,2022-02-22 16:00:00,closed,53.56,stock_trend_momentum_v2,VZ,54.67,0.0,d1_off_d2_off_d3_off
False,0.9972463093354601,87,zero,2022-02-23 16:16:00,,False,False,147.26,146.83,stop,2022-02-23 19:03:00,,147.04,2022-02-23 16:16:00,146.83,-27.92999999999728,stock,stock_only,-27.92999999999728,False,-0.13999999999998636,current_1pct,133,,19585.579999999998,199.5,2022-02-23 16:00:00,closed,145.76,stock_trend_momentum_v2,ABBV,150.26,0.0,d1_off_d2_off_d3_off
False,0.47118126393591064,81,zero,2022-02-23 16:16:00,,False,False,178.1,179.52,target,2022-02-24 14:30:00,,178.08,2022-02-23 16:16:00,177.39,158.39999999999975,stock,stock_only,158.39999999999975,False,2.0281690140844812,current_1pct,110,,19591.0,78.10000000000088,2022-02-23 16:00:00,closed,177.39,stock_trend_momentum_v2,GLD,179.52,0.0,d1_off_d2_off_d3_off
False,1.2062065360159595,79,zero,2022-02-24 16:16:00,,False,False,180.08,178.27,stop,2022-02-24 19:09:00,,179.78,2022-02-24 16:16:00,178.27,-164.589999999999,stock,stock_only,-164.589999999999,False,-0.8342541436464027,current_1pct,109,,19628.72,197.29000000000025,2022-02-24 16:00:00,closed,178.27,stock_trend_momentum_v2,GLD,183.7,0.0,d1_off_d2_off_d3_off
False,0.9167430183145308,78,zero,2022-02-24 16:16:00,,False,False,68.61,67.23,stop,2022-02-24 16:40:00,,68.61,2022-02-24 16:19:00,67.23,-394.6799999999987,stock,stock_only,-394.6799999999987,False,-1.0,current_1pct,286,,19622.46,394.6799999999987,2022-02-24 16:00:00,closed,67.23,stock_trend_momentum_v2,NEM,71.37,0.0,d1_off_d2_off_d3_off
False,1.6779770164844245,92,zero,2022-02-28 16:16:00,,False,False,101.09,102.08,stop,2022-03-02 14:31:00,,101.09,2022-02-28 17:34:00,102.08,191.06999999999903,stock,stock_only,191.06999999999903,False,0.3928571428571393,current_1pct,193,,19510.37,486.36000000000195,2022-02-28 16:00:00,closed,98.57,stock_trend_momentum_v2,RTX,106.13,0.0,d1_off_d2_off_d3_off
False,0.5943385806472756,92,zero,2022-03-01 16:16:00,,False,False,48.43,47.53,stop,2022-03-01 17:04:00,,48.43,2022-03-01 16:19:00,47.53,-364.49999999999943,stock,stock_only,-364.49999999999943,False,-1.0,current_1pct,405,,19614.15,364.49999999999943,2022-03-01 16:00:00,closed,47.53,stock_trend_momentum_v2,FCX,50.23,0.0,d1_off_d2_off_d3_off
False,0.35282283746771603,92,zero,2022-03-01 16:16:00,,False,False,35.64,36.7,target,2022-03-02 15:02:00,,35.64,2022-03-01 16:16:00,36.11,584.0600000000013,stock,stock_only,584.0600000000013,False,2.0,current_1pct,551,,19637.64,292.03000000000065,2022-03-01 16:00:00,closed,35.11,stock_trend_momentum_v2,XLE,36.7,0.0,d1_off_d2_off_d3_off
False,0.8868696411691619,84,zero,2022-03-02 16:16:00,,False,False,80.41,79.99,stop,2022-03-03 14:30:00,,80.08,2022-03-02 16:16:00,79.99,-21.960000000000832,stock,stock_only,-21.960000000000832,False,-0.06716417910447998,current_1pct,244,,19620.04,326.96000000000083,2022-03-02 16:00:00,closed,79.07,stock_trend_momentum_v2,XOM,83.09,0.0,d1_off_d2_off_d3_off
False,0.17150302551247323,81,zero,2022-03-02 16:16:00,,False,False,34.01,34.53,target,2022-03-03 14:51:00,,34.01,2022-03-02 16:16:00,34.08,300.0400000000018,stock,stock_only,300.0400000000018,False,2.000000000000027,current_1pct,577,,19623.77,150.01999999999884,2022-03-02 16:00:00,closed,33.75,stock_trend_momentum_v2,XLU,34.53,0.0,d1_off_d2_off_d3_off
False,3.4721821980280767,86,zero,2022-03-03 16:16:00,,False,False,531.62,530.17,stop,2022-03-04 14:30:00,,530.26,2022-03-03 16:16:00,530.17,-3.330000000001178,stock,stock_only,-3.330000000001178,False,-0.01727447216891194,current_1pct,37,,19669.94,192.77000000000135,2022-03-03 16:00:00,closed,526.41,stock_trend_momentum_v2,COST,542.04,0.0,d1_off_d2_off_d3_off
False,2.788314997639448,84,zero,2022-03-03 16:16:00,,False,False,298.9,299.18,stop,2022-03-07 15:10:00,,297.03,2022-03-04 14:30:00,299.18,139.75000000000222,stock,stock_only,139.75000000000222,False,0.5131264916467865,current_1pct,65,,19428.5,272.34999999999985,2022-03-03 16:00:00,closed,294.71,stock_trend_momentum_v2,ISRG,307.28,0.0,d1_off_d2_off_d3_off
False,0.9614077230448586,87,zero,2022-03-04 16:16:00,,False,False,99.46,99.52,stop,2022-03-07 14:44:00,,99.46,2022-03-04 16:18:00,99.52,11.88000000000045,stock,stock_only,11.88000000000045,False,0.04137931034482948,current_1pct,198,,19693.079999999998,287.09999999999775,2022-03-04 16:00:00,closed,98.01,stock_trend_momentum_v2,COP,102.36,0.0,d1_off_d2_off_d3_off
False,1.3376863942902388,87,zero,2022-03-04 16:16:00,,False,False,119.68,117.67,stop,2022-03-04 16:55:00,,119.67,2022-03-04 16:16:00,117.67,-328.0,stock,stock_only,-328.0,False,-0.995024875621888,current_1pct,164,,19627.52,329.64000000000084,2022-03-04 16:00:00,closed,117.67,stock_trend_momentum_v2,EOG,123.7,0.0,d1_off_d2_off_d3_off
False,1.5507335793092785,92,zero,2022-03-07 16:16:00,,False,False,102.47,100.14,stop,2022-03-07 17:20:00,,102.47,2022-03-07 16:31:00,100.14,-445.0299999999997,stock,stock_only,-445.0299999999997,False,-1.0,current_1pct,191,,19571.77,445.0299999999997,2022-03-07 16:00:00,closed,100.14,stock_trend_momentum_v2,COP,107.13,0.0,d1_off_d2_off_d3_off
False,0.47650595960088143,92,zero,2022-03-07 16:16:00,,False,False,38.19,37.47,stop,2022-03-07 17:20:00,,38.19,2022-03-07 16:19:00,37.47,-370.0799999999994,stock,stock_only,-370.0799999999994,False,-1.0,current_1pct,514,,19629.66,370.0799999999994,2022-03-07 16:00:00,closed,37.47,stock_trend_momentum_v2,XLE,39.63,0.0,d1_off_d2_off_d3_off
False,5.349181295666126,87,zero,2022-03-08 16:16:00,,False,False,539.34,531.31,stop,2022-03-08 16:26:00,,536.8,2022-03-08 16:16:00,531.31,-197.64000000000033,stock,stock_only,-197.64000000000033,False,-0.6836861768368555,current_1pct,36,,19416.24,289.0800000000031,2022-03-08 16:00:00,closed,531.31,stock_trend_momentum_v2,COST,555.4,0.0,d1_off_d2_off_d3_off
False,2.7376010779281774,92,zero,2022-03-09 16:16:00,,False,False,212.01,207.9,stop,2022-03-09 17:52:00,,211.225,2022-03-09 16:16:00,207.9,-302.57499999999897,stock,stock_only,-302.57499999999897,False,-0.8090024330900245,current_1pct,91,,19292.91,374.0099999999986,2022-03-09 16:00:00,closed,207.9,stock_trend_momentum_v2,CAT,220.23,0.0,d1_off_d2_off_d3_off
False,1.4265959204495453,79,zero,2022-03-10 16:16:00,,False,False,57.6,55.46,stop,2022-03-14 13:30:00,,57.6,2022-03-10 16:21:00,55.46,-719.0400000000002,stock,stock_only,-719.0400000000002,False,-1.0,current_1pct,336,,19353.600000000002,719.0400000000002,2022-03-10 16:00:00,closed,55.46,stock_trend_momentum_v2,OXY,61.88,0.0,d1_off_d2_off_d3_off
False,3.94719100359143,87,zero,2022-03-11 16:16:00,,False,False,535.45,529.52,stop,2022-03-11 20:13:00,,533.0001,2022-03-11 16:16:00,529.52,-125.28359999999975,stock,stock_only,-125.28359999999975,False,-0.586863406408087,current_1pct,36,,19276.2,213.4800000000023,2022-03-11 16:00:00,closed,529.52,stock_trend_momentum_v2,COST,547.31,0.0,d1_off_d2_off_d3_off
False,2.610285127508445,84,zero,2022-03-11 16:16:00,,False,False,217.06,213.14,stop,2022-03-14 17:57:00,,216.65,2022-03-11 16:16:00,213.14,-312.3900000000017,stock,stock_only,-312.3900000000017,False,-0.8954081632653074,current_1pct,89,,19318.34,348.8800000000014,2022-03-11 16:00:00,closed,213.14,stock_trend_momentum_v2,CAT,224.9,0.0,d1_off_d2_off_d3_off
False,4.223264807426958,92,zero,2022-03-14 15:16:00,,False,False,396.73,390.39,stop,2022-03-14 17:59:00,,396.73,2022-03-14 15:18:00,390.39,-304.3200000000015,stock,stock_only,-304.3200000000015,False,-1.0,current_1pct,48,,19043.04,304.3200000000015,2022-03-14 15:00:00,closed,390.39,stock_trend_momentum_v2,DE,409.41,0.0,d1_off_d2_off_d3_off
False,0.8941496837778786,87,zero,2022-03-14 15:16:00,,False,False,152.18,152.92,stop,2022-03-15 14:19:00,,152.18,2022-03-14 17:41:00,152.92,93.23999999999756,stock,stock_only,93.23999999999756,False,0.5481481481481362,current_1pct,126,,19174.68,170.09999999999928,2022-03-14 15:00:00,closed,150.83,stock_trend_momentum_v2,ABBV,154.88,0.0,d1_off_d2_off_d3_off
False,0.9827931108115799,87,zero,2022-03-15 15:16:00,,False,False,106.15,107.2,stop,2022-03-18 14:18:00,,106.15,2022-03-16 14:06:00,107.2,188.9999999999995,stock,stock_only,188.9999999999995,False,0.7094594594594557,current_1pct,180,,19107.0,266.4000000000007,2022-03-15 15:00:00,closed,104.67,stock_trend_momentum_v2,CVS,109.11,0.0,d1_off_d2_off_d3_off
False,2.086780198869426,84,zero,2022-03-15 15:16:00,,False,False,272.93,274.76,stop,2022-03-16 14:41:00,,272.93,2022-03-15 15:19:00,274.76,128.0999999999989,stock,stock_only,128.0999999999989,False,0.5828025477706981,current_1pct,70,,19105.100000000002,219.79999999999905,2022-03-15 15:00:00,closed,269.79,stock_trend_momentum_v2,LLY,279.21,0.0,d1_off_d2_off_d3_off
False,0.5827047530479559,87,zero,2022-03-16 15:16:00,,False,False,100.6,99.72,stop,2022-03-16 18:11:00,,100.6,2022-03-16 15:17:00,99.72,-167.19999999999914,stock,stock_only,-167.19999999999914,False,-1.0,current_1pct,190,,19114.0,167.19999999999914,2022-03-16 15:00:00,closed,99.72,stock_trend_momentum_v2,XLI,102.36,0.0,d1_off_d2_off_d3_off
False,0.6750929180091958,87,zero,2022-03-16 15:16:00,,False,False,133.28,132.26,stop,2022-03-16 18:09:00,,133.25,2022-03-16 15:16:00,132.26,-141.5700000000013,stock,stock_only,-141.5700000000013,False,-0.9705882352941169,current_1pct,143,,19059.04,145.86000000000146,2022-03-16 15:00:00,closed,132.26,stock_trend_momentum_v2,XLV,135.32,0.0,d1_off_d2_off_d3_off
False,1.2960060552015584,86,zero,2022-03-17 15:16:00,,False,False,153.37,152.16,monitor_reversal,2022-04-11 13:30:00,,152.71,2022-04-11 13:30:00,151.42,-68.20000000000141,stock,stock_only,-68.20000000000141,False,-0.28205128205128543,current_1pct,124,,19017.88,241.80000000000211,2022-03-17 15:00:00,closed,151.42,stock_trend_momentum_v2,AMZN,157.27,0.0,d1_off_d2_off_d3_off
False,1.839538682383723,86,zero,2022-03-17 15:16:00,,False,False,218.54,224.06,target,2022-03-18 18:31:00,,218.54,2022-03-17 15:18:00,221.42,480.2400000000009,stock,stock_only,480.2400000000009,False,2.00000000000001,current_1pct,87,,19012.98,240.1199999999992,2022-03-17 15:00:00,closed,215.78,stock_trend_momentum_v2,TGT,224.06,0.0,d1_off_d2_off_d3_off
False,1.751346022370662,92,zero,2022-03-18 15:16:00,,False,False,245.34,242.71,stop,2022-03-18 18:04:00,,245.1,2022-03-18 15:16:00,242.71,-186.41999999999894,stock,stock_only,-186.41999999999894,False,-0.9087452471482853,current_1pct,78,,19136.52,205.13999999999965,2022-03-18 15:00:00,closed,242.71,stock_trend_momentum_v2,AMT,250.6,0.0,d1_off_d2_off_d3_off
False,1.9516823696405168,92,zero,2022-03-18 15:16:00,,False,False,242.56,239.63,stop,2022-03-18 18:07:00,,242.56,2022-03-18 15:16:00,239.63,-228.54000000000053,stock,stock_only,-228.54000000000053,False,-1.0,current_1pct,78,,18919.68,228.54000000000053,2022-03-18 15:00:00,closed,239.63,stock_trend_momentum_v2,CI,248.42,0.0,d1_off_d2_off_d3_off
